63: 42793,39172,32153,34859,40513,41887,50261,42457,42458,37445
64: 33511,50202,4945,50762,14003,6970,22862,15267,39826,22368
65: 6361,23758,2651,38383,6626,32989,47863,18523,18524,10505
66: 13873,43343,26367,14082,39107,32759,15200,45202,32232,24259
67: 426,36484,48787,12917,30774,19707,38554,1875,15220,22342
68: 14206,7678,35618,9550,40560,16732,49271,16031,49326,49327
69: 44791,5983,9139,24392,33815,24388,24394,33920,29227,32859
70: 31281,23441,4735,45143,11046,50433,45180,23253,11095,19951
71: 4351,11667,4330,41440,41441,1400,6914,46791,28084,43655
72: 11165,6092,22404,18809,18904,3163,17988,17989,1303,3452
73: 35065,51572,12554,4876,13642,13643,13644,13645,48665,33846
74: 42934,23417,3976,15783,15785,35280,37440,10260,3047,4530
75: 51666,17220,27238,3166,20680,3057,41435,3874,50702,37221
76: 27191,1518,16292,7141,41485,25844,27399,28656,19239,47249
77: 45853,17079,8490,39217,25382,20115,14349,19326,20525,2091
78: 14730,50431,12875,45007,45008,27843,4262,27899,34408,29235
79: 31023,41006,48313,9550,7678,14206,35618,4876,12554,51572
80: 14786,51867,38800,19850,4873,14241,51341,8529,1792,18325
81: 14122,48815,48814,31389,33259,23874,38222,38223,18103,40782
82: 11165,18904,18809,22404,6092,17988,17989,3163,1303,40799
83: 45188,12916,10071,1719,33669,49826,19496,14307,29838,5060
84: 34927,47498,23229,11794,17462,49155,45717,22508,18905,42710
85: 6242,16017,34354,30458,29823,34076,27032,6023,42769,23197
86: 40482,20406,14858,50618,20747,38644,13485,25820,10295,34972
87: 29315,6187,8233,16868,8273,5885,23654,44310,41683,17420
88: 19544,36225,5704,5272,10756,43613,33122,43582,33441,31275
89: 22016,34064,10394,31848,35029,44658,39941,24365,21422,28676
90: 3582,48445,35814,38913,20877,49212,26435,36800,22194,8903
91: 5735,28606,2404,8366,5435,4743,31660,41491,42296,36016
92: 8146,5989,13116,44099,35589,29812,13504,40615,1235,51878
93: 28883,45102,33253,21800,18429,6698,47821,21129,16263,2652
94: 6446,17348,14799,22100,32585,32584,37863,8744,37862,15073
95: 8508,14888,2950,14693,35869,35870,36446,35938,35939,8053
96: 6540,14939,48128,7479,50777,17812,30856,21674,31024,30113
97: 25382,7842,22200,29907,3939,24139,48545,39217,29192,17079
98: 29088,18579,5226,21325,29261,50860,43553,43313,17256,18466
99: 47041,442,20131,49824,37071,32314,24527,34253,41659,33581
100: 44234,20643,46530,37955,18481,30115,46451,34992,50872,47483
101: 36122,19759,21078,35684,23209,46949,41293,8427,44379,47976
102: 20501,28604,11719,14621,32191,48330,40389,42700,43035,32380
103: 46662,46663,46664,46665,46666,40402,26784,3962,42886,27158
104: 24118,50064,34168,38547,49319,411,25251,38211,35905,28732
105: 9028,8469,48429,33332,19365,34130,34036,46870,48432,45279
106: 13185,13494,24795,23122,30134,1215,13291,40264,4887,5136
107: 5284,31833,28180,37794,42141,3130,23809,11124,35141,34041
108: 32817,27131,31916,44494,23578,35615,50580,3288,14739,35996
109: 35618,16031,40560,9645,16732,49271,43076,43611,37018,23596
110: 46259,46260,46261,46262,46263,20923,38761,38762,11516,40315
111: 30578,20408,18500,18451,1757,17906,27126,37757,25758,17877
112: 42904,4448,37448,23861,42878,23053,20022,27421,18239,33072
113: 3301,24222,39165,28649,51931,16786,32127,27002,46646,2852
114: 14578,10821,45440,37535,6000,44610,11358,8035,29007,29008
115: 50294,3520,33405,33406,38191,34050,33223,45219,14075,15062
116: 16782,37845,38966,46759,43464,40496,38829,38593,20227,26014
117: 48182,23593,30173,29544,13267,51683,43675,19571,29071,40324
118: 51024,5867,29189,46891,26673,7395,10605,9206,35742,4428
119: 34298,41212,12589,15171,46859,44371,2069,1299,29287,6088
120: 36801,29585,19026,36877,5363,38163,19028,41923,6525,37338
121: 40864,5573,42821,17539,17540,17541,17542,17543,2530,36883
122: 47865,32396,46789,37435,32374,40900,37298,37299,9699,20746
123: 1951,24226,34613,21336,7282,5476,39508,34263,35072,39758
124: 19475,8611,46237,42807,22017,14654,51762,51763,33569,37775
125: 50144,32320,40592,5518,5519,21302,21305,32410,32411,32412
126: 13893,21313,10016,26374,1633,22596,42339,43580,1466,15536
127: 8831,49725,36520,34845,15356,49005,7916,7917,44956,12672
128: 34389,29743,48427,23636,6636,6637,9204,36654,28860,25993
129: 42034,35657,39471,8106,8107,4131,42982,34390,22283,38524
130: 14211,14212,37982,51084,26671,42982,31224,30613,4688,25010
131: 25038,10865,44258,27667,51285,36516,1207,17077,24173,15291
132: 30288,33071,15252,6972,29846,17464,50449,45223,12471,20566
133: 29743,48427,23636,6636,6637,34389,39395,35630,16018,44530
134: 13823,1024,18715,9568,24408,13844,17759,1623,1159,51631
135: 17988,17989,18904,11165,18809,22404,6092,3163,40799,5319
136: 35726,33569,37775,46237,19475,22017,14654,8611,51762,51763
137: 22016,20775,35668,46930,20268,14250,39941,6527,29019,51639
138: 2670,30638,968,48078,1244,47750,29367,8232,50210,38466
139: 34227,41985,20239,15769,27391,27899,39744,13379,36392,20669
140: 30372,36275,4526,9572,40718,10482,34350,21098,14966,8861
141: 43232,51264,44969,5868,50019,21369,31676,897,43893,24796
142: 18883,50630,8962,12977,11336,35716,15977,17512,12466,49921
143: 49344,40471,49314,44863,24761,37079,44033,49897,49898,49899
144: 38398,37730,31990,26571,23152,38983,41573,48476,33566,21342
145: 46600,36225,43988,19544,36079,36078,12598,47022,33441,13838
146: 2976,47395,28887,17914,4986,40090,45108,34863,41711,22918
147: 9070,27015,14626,180,25604,19574,16453,2256,7902,36276
148: 17349,2559,51268,2707,4693,34226,8654,22179,4209,39762
149: 6573,4428,1303,3452,10605,35742,51024,29721,5867,29189
150: 14024,37462,20400,51326,28369,34276,30927,5296,20526,5421
151: 10865,25038,17077,1207,51285,38719,24173,15291,33706,2565
152: 19262,19263,49736,21638,27793,42699,17510,45639,30236,15257
153: 34389,29743,48427,22478,3469,41511,50482,28038,10188,1386
154: 17349,2559,51268,15768,4693,12834,48617,34226,17000,17001
155: 39288,16503,16675,42345,43536,30586,43019,34797,4409,49098
156: 45808,27177,39569,17700,5642,51269,47889,45556,17153,37322
157: 39568,48869,42802,21932,50893,24180,36660,21968,47381,44773
158: 3766,50414,44668,18136,14146,51902,30954,16431,6120,44377
159: 33460,48783,34602,20550,2964,5943,16362,46100,25637,42915
160: 33159,39287,36072,49654,11549,33449,47755,47756,47757,47758
161: 42844,48893,26804,26993,33514,35071,12168,23363,1027,26317
162: 37719,16207,11867,9730,40858,10656,45851,39848,10664,39847
163: 20769,45082,2776,49626,41698,41336,9668,8425,29606,19685
164: 42700,29593,45430,38035,11719,51189,14621,43035,31029,43229
165: 47148,13869,17058,24556,33221,37684,51803,47019,41517,48388
166: 46593,26142,37888,37635,40750,28252,42320,49862,12063,18404
167: 20049,12973,28034,21740,36594,31207,19678,50577,49907,49908
168: 27741,24419,170,40085,51305,38100,47224,36337,25000,22835
169: 47815,42039,42632,32514,36736,42789,7896,17745,25180,20350
170: 50294,15062,30063,33405,33406,30061,30062,33223,45219,3520
171: 43320,19557,3553,11378,51750,51751,20048,33234,19807,12210
172: 355,25469,51529,12234,2931,24819,38461,45259,39898,42254
173: 14024,37462,20400,51326,34027,23653,19525,16412,23054,21856
174: 12593,20297,39487,34494,6169,41613,41614,43806,317,12566
175: 51395,37555,31570,1194,17059,3757,37696,49458,34721,3662
176: 6404,12820,17568,14513,15071,29931,34020,36131,36139,50803
177: 44104,23626,50059,48404,12745,12746,12789,4538,6054,46120
178: 24365,10394,31848,34267,35029,44658,42470,5789,34064,22016
179: 20560,21394,25163,38684,48069,33719,26461,2268,28192,1576
180: 13071,49134,12226,25337,31801,44401,19783,33286,14187,44822
181: 24535,42317,32042,48962,15981,4682,545,35910,51210,27500
182: 44702,37142,49620,10194,34089,10838,43716,33677,10935,40801
183: 33054,45776,12089,46178,37216,12520,10852,45683,20729,49425
184: 6643,44293,23403,42370,12748,37812,3721,24018,5120,31364
185: 35909,25255,3137,3138,3139,3141,3142,3134,3136,3140
186: 40799,17988,17989,18904,11165,18809,22404,6092,5319,3163
187: 35492,31879,11374,34054,32798,31922,35314,48249,40638,4609
188: 11336,15977,17512,12466,49921,7936,41970,18566,5789,42470
189: 1505,13691,26723,27327,15553,20414,35477,35478,51471,10728
190: 32725,32726,35377,848,19796,64,65,24329,820,8431
191: 23597,32588,27375,21620,16339,33213,6940,31543,32292,11731
192: 25382,2091,39217,17079,8490,29192,24139,48545,50074,41389
193: 24795,13185,5136,30134,1215,13291,40264,4887,16952,11789
194: 10935,18404,18405,18695,37888,37635,26142,50144,28252,42320
195: 47961,13401,32224,26770,13365,31055,16010,22577,9404,34010
196: 130,48290,17067,32022,6822,16708,31601,24263,5270,31589
197: 25382,22200,7842,29907,3939,24139,48545,39217,17079,8490
198: 5874,42742,44786,5556,10324,17487,4696,11052,12252,39453
199: 32732,12315,37705,43246,1371,18575,4716,21601,30255,14740
200: 40290,45178,42912,39866,3773,40684,41202,35171,26381,26110
201: 22973,14103,25672,5475,49059,9356,12219,42920,3036,6188
202: 17988,17989,18904,11165,18809,22404,6092,3163,5319,32596
203: 10736,48001,31574,25120,18449,14425,14426,11391,9673,20271
204: 31281,26839,46299,23441,4735,25217,29652,19073,19074,45143
205: 22687,23712,2873,19725,24739,22941,48337,48795,47956,31797
206: 25246,20884,39611,10221,12280,39736,39737,39738,39739,33503
207: 29721,3163,6092,22404,18809,11165,18904,35742,3452,1303
208: 3888,34090,5937,11864,26663,6265,42984,50396,13789,46204
209: 37441,51076,21208,13277,38161,49308,8132,18672,49511,8292
210: 50548,18319,51246,41302,46647,3887,1485,29306,40996,11466
211: 42658,11277,7279,1021,46196,45004,44561,49398,22828,22829
212: 17128,44736,35921,49166,30129,20191,24873,6931,727,204
213: 31281,23441,4735,45143,11046,50433,11095,45180,23253,19951
214: 20239,27391,41985,39744,15769,34227,44684,48690,48691,48692
215: 46763,11729,21877,21878,20088,13546,5988,50944,23121,23090
216: 20886,11860,20765,48505,44457,34928,37894,8791,12943,27598
217: 44639,11757,39495,39569,20210,17700,719,12512,35866,8176
218: 20887,1158,49085,6346,20167,16365,38488,14827,15940,31936
219: 18764,18765,14061,29193,38041,51967,3444,3445,3446,3447
220: 37675,2002,7631,7923,8408,35643,6642,22808,20584,5612
221: 1303,3452,6573,35742,4428,10605,3163,6092,22404,11165
222: 21773,35019,4513,34894,5981,18976,45463,21351,10299,39190
223: 46154,21117,5037,556,30316,10582,25737,46870,28241,32300
224: 35630,10112,31964,43812,22924,29832,18055,2809,17810,39395
225: 44110,42804,13497,24668,44109,50899,45460,6315,1630,43928
226: 34155,38346,15371,9225,13007,13008,16029,46868,24329,6833
227: 9572,40718,36275,21098,4526,10482,30372,34350,8861,14425
228: 50817,6457,34941,16899,25937,23826,29062,14774,31651,6759
229: 3520,33405,33406,38191,34050,6649,6650,11558,11559,11560
230: 5061,18449,25120,31574,3597,48001,20661,27941,1097,41809
231: 20669,28358,9179,3563,31145,15841,51611,32563,15769,50302
232: 24966,26946,33116,22099,13371,49887,11849,3892,18692,37485
233: 23936,39397,11632,44334,45642,44842,22028,6304,6305,45139
234: 36923,38919,42331,49743,28601,51284,6292,43381,6062,27643
235: 24139,25382,48545,29192,22200,2091,7842,39217,17079,29907
236: 25714,20158,37165,291,47386,43763,2415,11025,9083,23291
237: 28928,3697,38538,26851,48609,17650,38479,44993,10120,25776
238: 40396,47006,19856,34033,5719,15750,48347,24541,10741,51785
239: 22016,39941,34064,21422,34874,12913,10394,31848,35029,44658
240: 4688,30613,31224,34390,51084,21063,25010,26042,26043,26044
241: 34718,34719,2700,29936,9136,11826,2701,2257,48684,37089
242: 41017,10084,10085,19286,8039,11133,8665,13179,37080,31042
243: 37697,3519,23550,9508,9897,27760,27761,1640,46349,34929
244: 46120,44104,28315,38776,16518,11103,41042,45646,7101,4772
245: 17867,35981,4806,6836,34601,31626,9189,34801,27562,42635
246: 50607,47137,47892,5532,17827,15314,26636,5052,43306,43307
247: 26671,42982,37982,14211,14212,34390,4688,35669,51084,31224
248: 7323,19355,48204,12386,46417,13598,37469,35538,21065,41675
249: 37411,30650,9206,41524,7221,7395,5959,23392,47284,46891
250: 39911,6860,11375,49960,3104,19954,7860,42491,731,25051
251: 3562,6569,34746,44587,39792,29744,30519,43462,18119,18010
252: 45776,33054,46178,12089,37216,12520,10852,45683,13459,20729
253: 2177,42561,42562,29429,29082,9660,44779,6970,7509,36399
254: 10960,2165,23026,23025,47041,14409,19343,46923,2644,20131
255: 38396,50070,3647,37611,47053,42912,39866,3773,28608,45178
256: 16732,49271,40560,49326,49327,46805,36805,5477,48309,9550
257: 17460,50530,32731,12592,49467,23158,30238,50018,13626,50912
258: 35065,35199,41006,31023,12554,51572,48665,4876,13642,13643
259: 15304,26594,28804,18602,46326,17165,6545,26752,46018,46019
260: 35742,10605,4428,6573,3452,1303,51024,29189,26673,5867
261: 33159,2670,30638,39287,36072,49654,11549,33449,47755,47756
262: 47419,14906,15547,540,965,16399,18841,20357,43557,43559
263: 39416,6230,21154,39417,11285,31524,16306,17928,30677,10704
264: 43856,18767,683,5666,45638,32303,15662,6390,9549,43954
265: 7021,44418,31510,21544,33013,2216,37660,28732,38211,411
266: 41234,2053,16198,7749,23115,22888,16610,35483,51183,10643
267: 3163,6092,22404,18809,11165,18904,17988,17989,29721,3397
268: 50622,50724,10661,40328,27982,32248,40038,16648,38809,16488
269: 5190,32067,46434,14715,14157,50959,36207,31742,23684,11163
270: 17349,2559,2707,22179,51268,1414,4693,34226,8654,32417
271: 39397,44842,23936,22028,11632,45642,44334,6304,6305,45139
272: 11378,3553,19557,12210,33892,33234,19807,49362,41051,43320
273: 5874,42742,44786,5556,10324,17487,4696,39453,11052,23137
274: 38919,36923,42331,49743,28601,51284,6292,43381,42221,27643
275: 44806,33800,8192,2838,36561,40724,16113,40977,27484,7940
276: 32563,2735,19886,15841,32320,40592,21301,21303,21304,21306
277: 31023,41006,48313,12554,51572,4876,9550,7678,14206,35199
278: 15062,3489,30063,12563,34680,47031,652,11555,8212,1729
279: 24624,29431,29432,18985,16391,48866,48867,48868,6827,32624
280: 8525,38411,39578,20054,35743,32724,11353,33916,700,701
281: 12820,17568,29931,23462,36139,41202,48710,46899,13029,50803
282: 36611,3007,17508,39699,46423,25458,29133,42600,30298,21079
283: 20427,40094,31839,5032,35034,38908,38646,22483,6099,47752
284: 35796,3684,3685,18936,36791,3790,49757,50688,50689,47557
285: 8590,9635,39660,39661,40146,19580,11465,44089,9004,2888
286: 24511,24512,3362,42770,39820,19327,21331,27093,26128,40759
287: 42503,13569,46507,4789,25491,8748,7348,34459,25480,45139
288: 4688,34390,21063,30613,31224,43376,51103,29003,39581,30684
289: 45171,33200,4624,18674,11606,14131,29624,38921,7714,18459
290: 33253,36140,36141,37099,48397,35067,20993,2007,36701,6698
291: 11026,40611,24174,25190,11408,48399,40423,41953,40324,7340
292: 27088,5647,38379,3425,34676,42026,7164,9820,18418,41160
293: 35330,5138,37151,37455,17384,15137,46392,39536,15613,15272
294: 39320,28271,32596,48038,13014,41537,12043,12044,12045,12046
295: 41504,31708,6671,33202,40713,12753,47040,29119,7196,39635
296: 1076,34459,19939,37961,4962,43130,43131,43132,43133,36510
297: 44070,5420,22643,45530,46900,19229,50727,33238,50212,5978
298: 28634,39307,39308,39309,39310,39311,39312,39313,18649,4385
299: 40606,21092,33598,35835,35836,35837,35838,41732,22352,12948
300: 24951,24659,21693,36822,1539,6578,39376,26837,29872,5122
301: 3444,3445,3446,3447,8447,18764,18765,25180,17745,45429
302: 51403,4181,46140,49373,49209,49372,3044,42824,8129,42231
303: 17153,45556,37322,47889,5642,21024,10472,44258,25038,6168
304: 16782,37845,43464,40496,38829,38966,46759,38593,20227,46633
305: 38908,38646,4112,40094,5032,16766,6099,5521,14417,7518
306: 22437,9500,25022,47476,758,25023,44796,23180,9737,40442
307: 35288,24093,17978,51517,9769,3876,19480,37607,41627,38135
308: 38907,44047,50180,3584,22538,19789,40748,8408,19542,45660
309: 37961,7836,27659,12586,12587,12588,23471,20955,51493,51492
310: 43861,3242,2845,34279,265,39180,31765,4601,8655,43291
311: 17988,17989,18904,11165,18809,22404,6092,3163,5319,40799
312: 42508,8401,48321,51774,17171,3881,17018,38718,49310,46320
313: 36175,12722,39894,47835,28966,44158,28227,38970,2181,14308
314: 20521,26478,13450,25389,51349,17173,46948,51437,36946,39124
315: 46178,13459,45776,12089,33054,37995,51530,43595,12616,10852
316: 17938,8477,49534,36188,25431,23022,35147,23242,50326,5909
317: 40344,43365,25420,47978,20904,18699,1701,6248,6770,1427
318: 42040,35003,28902,8316,2197,19931,18820,50071,22765,5965
319: 11699,34686,20936,19721,39581,30684,51103,29003,11071,48650
320: 1487,34558,46601,41701,27935,5090,4204,20840,23136,18608
321: 23258,15512,8420,9708,18644,50468,31496,35050,20391,43776
322: 50431,14730,34408,12875,29235,16648,45007,45008,9803,27843
323: 28315,16518,41042,7041,48923,4736,45322,27967,25694,25695
324: 20680,3057,37203,3874,41435,28025,17220,37587,38044,48045
325: 43296,21962,43297,43298,33693,49889,7619,11924,44787,16621
326: 43860,27187,39690,48761,24822,22946,31695,28040,22707,48392
327: 39428,41511,3469,22478,50482,28038,10188,1386,26958,42710
328: 34096,13219,36280,6088,34469,11166,25247,34298,35472,15687
329: 49403,18135,732,48211,43706,8290,24457,40414,51677,47663
330: 14954,7696,32953,31129,40018,33851,30331,31021,23793,5710
331: 42554,17419,5939,17860,31097,47873,23645,49159,11164,13766
332: 39569,17700,45808,27177,51269,44639,5642,39495,44234,18481
333: 42790,49918,30530,44312,43654,12949,14706,9428,35967,5039
334: 1411,48066,18865,29997,24115,4425,26633,2079,18717,178
335: 46375,13157,20520,13820,43355,12518,51881,9801,41272,45418
336: 44160,19397,41452,2008,22050,49933,25782,7093,50624,46316
337: 27352,35314,4122,40638,31922,49518,42474,42475,42476,22589
338: 6220,29360,38296,31628,15430,42288,40818,10773,50159,26568
339: 50184,25027,42896,17017,37790,25009,31168,1693,39174,8885
340: 15841,32563,19886,2735,26370,32320,40592,51611,45702,42025
341: 1534,37713,51846,41498,24647,44416,18131,25652,32302,16763
342: 38044,1839,20793,38773,4744,11065,777,23360,28212,41435
343: 34549,46388,39179,50925,32635,19328,26633,28781,44651,6961
344: 20627,34069,13756,23734,1023,16826,40314,41200,35017,12576
345: 5969,5970,5971,5972,5973,25539,20839,36690,19492,21168
346: 23229,34927,47498,6295,35348,11794,17462,49155,45717,2869
347: 30039,43443,14469,27360,42243,49598,12498,42353,51574,10583
348: 24332,19912,5298,33378,25495,22601,19526,21406,26859,46317
349: 47786,28568,35787,35165,35166,35167,35168,34728,28383,7214
350: 14661,35436,36397,17423,21710,21711,30482,13693,39787,47933
351: 19707,36484,37149,4395,22342,20385,12917,27334,34323,31796
352: 2559,17349,51268,4693,34226,8654,12834,48617,4209,39762
353: 15357,2570,31514,27629,46487,32539,50423,26049,3993,18676
354: 27780,4833,27624,32796,18402,20724,45524,9088,37777,33310
355: 2707,1414,32417,48468,11254,48288,22179,6264,21664,45395
356: 7801,21020,34568,23732,41232,5474,45635,47598,42498,2900
357: 5319,17988,17989,40799,18904,11165,18809,22404,6092,3163
358: 45208,35133,5615,42640,25207,43233,29087,15327,16906,17224
359: 10562,34621,14977,43724,10280,7713,22278,42692,37717,43693
360: 19939,4962,1076,13285,5404,24753,27588,20338,40602,12264
361: 42403,50192,41030,47215,25765,34631,21787,28815,11417,25957
362: 32870,35479,16974,29616,34955,9141,10916,15733,20304,2241
363: 24966,13371,49887,3892,37485,19035,41081,48784,11849,18692
364: 51084,18883,25010,11336,50630,8962,31224,26042,26043,26044
365: 3766,50414,44668,18136,14146,51902,30954,16431,6120,44377
366: 39442,49906,44699,43295,39454,7350,32071,27119,9507,45139
367: 22668,22184,10987,17426,14957,6024,20127,26342,41168,44703
368: 50860,29261,21325,5226,43553,18579,29088,34208,43313,17256
369: 46846,18,36236,27776,43977,35106,8218,45881,33314,50811
370: 5969,5970,5971,5972,5973,25539,36690,32063,23558,20839
371: 51842,48340,31372,41840,50854,36829,5730,38445,32250,44252
372: 30372,14966,4526,36275,34350,9572,10482,40718,21098,50414
373: 8911,1249,11306,45520,49089,16618,50285,35294,23981,25061
374: 2627,50404,44593,48407,38220,46232,51442,45703,29361,44311
375: 19574,11505,9070,180,27015,14626,22625,15486,40160,37832
376: 15769,27391,20239,41985,20669,34227,39744,27899,36392,13379
377: 14730,50431,12875,27899,45007,45008,27843,4262,34227,15769
378: 37313,33457,47685,6305,6304,45139,23936,11632,44334,23258
379: 12030,46582,4668,19389,22516,36083,30256,48327,46839,979
380: 32045,16586,40670,21586,39937,44766,45279,5953,37289,48432
381: 498,51267,36297,12886,15381,45033,41489,1019,26494,6243
382: 18883,11336,3792,15977,15548,48926,17512,12466,49921,7936
383: 7101,16518,41042,24260,10953,28315,27551,25515,36821,14082
384: 39569,17700,51269,44639,39495,44234,20210,719,35866,12512
385: 14326,6329,28625,26167,10912,6010,15434,37374,39379,39380
386: 9550,7678,14206,14513,6404,15071,40560,16732,49271,49326
387: 45245,28740,4855,6032,46543,21672,2363,14774,50817,7131
388: 43017,13886,27010,16756,18864,13237,9643,47846,39375,22015
389: 6829,7899,4158,7004,19258,7384,19336,18567,49885,28296
390: 20167,16365,6346,49085,48281,38919,36923,42331,49743,28601
391: 24710,29841,49915,25559,13482,23688,13567,22886,7999,22202
392: 27288,5555,41429,18070,16077,13695,14976,39968,24606,46849
393: 18325,3114,48299,307,12671,1258,4648,43520,16842,19903
394: 31372,51842,48340,45555,18972,33887,23552,1619,28996,21372
395: 11336,15977,17512,12466,49921,7936,41970,18566,5789,42470
396: 11505,11809,19262,19263,39875,39876,39877,23977,5917,38504
397: 2935,12453,34493,39243,29197,10500,10499,46826,29383,44997
398: 9179,3563,50302,31145,5897,5700,46205,16789,38366,4133
399: 28514,3563,9179,37633,49557,44759,27417,18264,42395,13458
400: 12252,1391,1487,34558,44786,47035,42742,5874,46601,41701
401: 34673,20355,4674,4675,17900,16347,36905,30365,9895,24613
402: 34147,20035,20036,226,10590,31564,32911,37568,28915,37915
403: 19686,45798,17935,44373,44374,19755,9068,6898,14344,40685
404: 7404,23212,31396,43219,5797,3545,18559,22051,48886,3988
405: 44369,31518,31954,22857,33502,9423,11223,32950,22851,49359
406: 33909,316,10302,25127,14951,9724,6951,26575,713,8866
407: 50952,47924,30554,39341,41335,50511,40621,46982,16372,11884
408: 31281,23441,4735,45143,48427,29743,11046,50433,45180,23253
409: 15062,30063,30061,30062,21278,33223,45219,27782,14075,22721
410: 4910,4909,15923,37162,18139,14592,9453,36336,2755,29127
411: 45520,1249,35294,11306,28634,39307,39308,39309,39310,39311
412: 47377,10918,11700,9375,24307,27014,33294,6257,44260,47471
413: 7101,24260,10953,14082,27551,25515,41042,16518,26367,36821
414: 35981,6836,4806,34601,31626,17867,23022,9189,34801,50326
415: 7218,45609,18984,29802,23951,23763,28501,38132,38301,17658
416: 22719,40603,47594,15317,2071,30917,36459,27092,47589,23171
417: 45139,6305,6304,39442,7348,37313,49906,44699,43295,39454
418: 29235,9803,12875,45007,45008,27843,4262,48090,17530,17531
419: 25469,355,51529,43648,39898,13415,32321,24893,12234,32325
420: 30135,33116,20805,20970,32118,44172,7534,7535,3560,29371
421: 24968,1624,36296,2867,3518,28441,16078,23746,44168,1047
422: 1357,15335,10221,9232,44054,24635,24087,35948,6740,39631
423: 6620,6621,49832,27226,24033,46373,12235,51143,39204,51140
424: 17459,27540,22416,30072,45710,38547,26759,24118,49319,28732
